"date"	"term"	"tweet"	"lat"	"long"	"n_followers"	"date2"	"time"
2014-11-24	"ALCOHOLIC"	"So I really need to learn how to drink alcoholic drinks... Could anyone teach me?"	49.25187	-123.093339	17593	2014-11-24 03:38:11	"03:38"
2014-11-24	"ALCOHOLIC"	"I did not have an alcoholic beverage this week."	33.972889	-118.035672	122	2014-11-24 03:42:14	"03:42"
2014-11-24	"ALCOHOLIC"	"@followtaylornow hey I used to know another cutter ... You know the alcoholic drug addict well you know how this story goes"	36.345043	-94.161904	18	2014-11-24 03:55:04	"03:55"
2014-11-24	"ALCOHOLIC"	"@syduhknee is alcoholic y'all!"	32.859254	-96.55931	324	2014-11-24 04:01:13	"04:01"
2014-11-24	"ALCOHOLIC"	"Gonna be the hardest thing of my life is burying my bestfriend Friday.  you're in a better place now and I'll always be your alcoholic."	40.811282	-81.084439	1084	2014-11-24 04:02:17	"04:02"
2014-11-24	"ALCOHOLIC"	"If my birthday is tonight, when can I legally purchase a alcoholic drink?"	33.774753	-118.160567	827	2014-11-24 04:05:11	"04:05"
2014-11-24	"ALCOHOLIC"	"- been my nigga since AOF days, you funny af, cool as hell annoying and a fucking alcoholic"	43.039815	-83.715031	433	2014-11-24 04:09:26	"04:09"
2014-11-24	"ALCOHOLIC"	"\"You're the worst alcoholic\" -@nlherbivore on this radtastic movie #moviereviews"	64.857507	-147.822107	161	2014-11-24 04:15:53	"04:15"
2014-11-24	"ALCOHOLIC"	"I'm like a little kid. I need a drink in my hands (non alcoholic) with a straw at all times."	36.345384	-119.283644	200	2014-11-24 04:22:45	"04:22"
2014-11-24	"ALCOHOLIC"	"Ya know, for a functioning alcoholic my liver works great. Wonder how many more years I can count on that?"	28.015491	-82.495952	219	2014-11-24 04:30:15	"04:30"
2014-11-24	"ALCOHOLIC"	"Maniac alcoholic cowboys fan neighbor just went outside and screamed like an ogre then went back inside. Percy Power, dude. Do you."	39.916455	-75.163313	593	2014-11-24 04:52:36	"04:52"
2014-11-24	"ALCOHOLIC"	"\"Christy are you an alcoholic???\" No http://t.co/N5FBvLrfXr"	28.415039	-81.492774	228	2014-11-24 04:59:03	"04:59"
2014-11-24	"ALCOHOLIC"	"My grandma asked me if college turned me into an alcoholic yet. I laughed."	41.700215	-86.196293	1137	2014-11-24 05:06:02	"05:06"
2014-11-24	"ALCOHOLIC"	"Yeah when you go to Mexico you have to be careful of their alcoholic drinks\"\"Oh yeah they'll try to drug you\"\"..Ice is water.."	43.723386	-85.472792	416	2014-11-24 05:19:16	"05:19"
2014-11-24	"ALCOHOLIC"	"\"@mysteriousfact: The darker the colour of your alcoholic drink the worse your hangover would be.\"Lona batho ba dark savanna.Vho-mashasha"	-24.602013	25.903085	24	2014-11-24 05:24:11	"05:24"
2014-11-24	"ALCOHOLIC"	"Corey is the reason I've been an alcoholic since the age of 13"	40.060104	-77.524477	1475	2014-11-24 05:26:52	"05:26"
2014-11-24	"ALCOHOLIC"	"Damn somebody's on their way to being the next alcoholic, ha that's gross"	40.688711	-75.237638	249	2014-11-24 05:49:00	"05:49"
2014-11-24	"ALCOHOLIC"	"@SOIB_Rei you a bro and always drink, alcoholic muchh? take your piercing out"	39.596451	-119.192838	618	2014-11-24 05:51:12	"05:51"
2014-11-24	"ALCOHOLIC"	"My first alcoholic purchase was a four lokos. We brought it into the dollar theatre. Perfect way to end my birthday. :)"	33.391222	-111.6903	330	2014-11-24 05:56:09	"05:56"
2014-11-24	"ALCOHOLIC"	"ONG IM SUCH AN ALCOHOLIC FUCKER!!!! I just contemplated if I should go get some liquor to mix w. My banana milkshake"	33.705337	-116.205971	851	2014-11-24 05:59:33	"05:59"
2014-11-24	"ALCOHOLIC"	"at a bar and ordered alcoholic cider, brussel sprouts, calamari and truffle fries. luv growing up"	37.777819	-122.220024	94	2014-11-24 06:11:15	"06:11"
2014-11-24	"ALCOHOLIC"	"Alcoholic fuck"	34.173956	-118.536122	96	2014-11-24 06:13:19	"06:13"
2014-11-24	"ALCOHOLIC"	"My cousin called me an alcoholic -.- t'f"	36.124398	-115.172551	723	2014-11-24 06:19:45	"06:19"
2014-11-24	"ALCOHOLIC"	"@JodyTWEETSit lol you might actually be an alcoholic  lmao !"	29.530502	-95.168776	711	2014-11-24 06:42:58	"06:42"
2014-11-24	"ALCOHOLIC"	"@AliCopeman have you not had an alcoholic drink for all of 2014?"	-41.339579	174.775171	434	2014-11-24 06:47:42	"06:47"
2014-11-24	"ALCOHOLIC"	"@Pollo_Uresti you're an alcoholic pollo"	29.703111	-95.312264	133	2014-11-24 07:03:31	"07:03"
2014-11-24	"ALCOHOLIC"	"@cristianna_o is an alcoholic...and needs rehab"	38.465171	-122.717725	600	2014-11-24 07:04:17	"07:04"
2014-11-24	"ALCOHOLIC"	"&amp; I can't even call it everytime I drink, I drink like a alcoholic"	28.80488	-97.843189	517	2014-11-24 07:05:29	"07:05"
2014-11-24	"ALCOHOLIC"	"Well I think my parents officially understand how much of an alcoholic I was at mercer"	34.375103	-84.992063	651	2014-11-24 07:07:29	"07:07"
2014-11-24	"ALCOHOLIC"	"I really thought about going to one of those \"hi, I'm Thao &amp; I'm an alcoholic\" classes to help me retire from the turn up life. Seriously."	47.224252	-122.504696	188	2014-11-24 07:10:07	"07:10"
2014-11-24	"ALCOHOLIC"	"At least I'm not an alcoholic"	40.738368	-73.065595	495	2014-11-24 07:10:39	"07:10"
2014-11-24	"ALCOHOLIC"	"@celacabral what! you're an alcoholic"	33.660535	-117.902231	310	2014-11-24 07:18:32	"07:18"
2014-11-24	"ALCOHOLIC"	"I've been alcoholic the last few days"	33.902027	-117.479995	245	2014-11-24 07:20:57	"07:20"
2014-11-24	"ALCOHOLIC"	"Ima become an alcoholic"	41.536271	-90.58073	487	2014-11-24 07:29:59	"07:29"
2014-11-24	"ALCOHOLIC"	"For years I believed my mum was a chronic alcoholic because she put headache tablets on the mushy peas every Sunday morning."	-37.831239	145.034531	2862	2014-11-24 07:37:50	"07:37"
2014-11-24	"ALCOHOLIC"	"Love the smell of an alcoholic in the morning"	50.911398	-1.547692	645	2014-11-24 07:48:43	"07:48"
2014-11-24	"ALCOHOLIC"	"For real though I think I'm starting to become an alcoholic I need to cut my drinking to once per week"	33.922826	-118.293038	360	2014-11-24 08:00:58	"08:00"
2014-11-24	"ALCOHOLIC"	"I think I'm an alcoholic cuz I thought for a split second of drinking to fall asleep"	33.411449	-111.907117	640	2014-11-24 08:11:58	"08:11"
2014-11-24	"ALCOHOLIC"	"When girls who don't smoke say girls who smoke are gross, I'm just like waiiiittt... Aren't you like an 18 year old alcoholic.. lol"	37.257696	-121.93596	700	2014-11-24 08:36:59	"08:36"
2014-11-24	"ALCOHOLIC"	"My boyfriend has a crazy alcoholic roommate and he's passed out unconscious &amp; naked.....3 fifths a handle some beers and a 4loko"	32.768249	-117.082857	405	2014-11-24 08:48:21	"08:48"
2014-11-24	"ALCOHOLIC"	"I'm an alcoholic il admit it now go for 1 drink on a Sunday &amp; I'm crawling outa Ridleys .. It has to stop !"	54.007078	-6.381859	494	2014-11-24 09:08:01	"09:08"
2014-11-24	"ALCOHOLIC"	"Yes I love being waken up to the sound of the alcoholic mess that I call family fighting."	32.931238	-96.882698	967	2014-11-24 09:22:05	"09:22"
2014-11-24	"ALCOHOLIC"	"@michaelapaulsen sorry I'm not alcoholic"	40.183316	-82.355892	225	2014-11-24 10:54:34	"10:54"
2014-11-24	"ALCOHOLIC"	"Ladies and gentlemen this is what an alcoholic looks like, for future reference http://t.co/U3ZoqKteGr"	40.183309	-82.355888	225	2014-11-24 10:57:47	"10:57"
2014-11-24	"ALCOHOLIC"	"@michaelapaulsen I think you are double fisting so gtfo alcoholic"	40.183261	-82.355829	225	2014-11-24 10:59:00	"10:59"
2014-11-24	"ALCOHOLIC"	"alcoholic - starsailor is such a banger"	51.739195	-0.311251	90	2014-11-24 11:01:33	"11:01"
2014-11-24	"ALCOHOLIC"	"It's official, I AM AN ALCOHOLIC"	-17.88626	15.066412	522	2014-11-24 11:07:51	"11:07"
2014-11-24	"ALCOHOLIC"	"Says King Alcoholic RT \"@kennedyleeroy: Monday 1301 @galz_on_galz: Me batla jwala...\""	-24.676256	25.924369	1155	2014-11-24 11:13:08	"11:13"
2014-11-24	"ALCOHOLIC"	"Alcoholic. RT @t_raboshakga: Vodka weekend coming up with my boy Mmutla. Is gonna be very niiice, very niiice"	-26.189024	28.029433	667	2014-11-24 11:16:01	"11:16"
2014-11-24	"ALCOHOLIC"	"So michaela said she isn't an alcoholic but she's puking?"	40.183708	-82.35599	226	2014-11-24 11:29:38	"11:29"
2014-11-24	"ALCOHOLIC"	"@CannabisCarter: I broke my families alcoholic genes by becoming a stoner."	35.338976	-80.967308	331	2014-11-24 11:36:07	"11:36"
2014-11-24	"ALCOHOLIC"	"@CannabisCarter: I broke my families alcoholic genes by becoming a stoner."	40.013033	-79.586537	392	2014-11-24 12:12:17	"12:12"
2014-11-24	"ALCOHOLIC"	"@EduardoMesa_ you fucking alcoholic"	25.778307	-80.189635	449	2014-11-24 12:26:32	"12:26"
2014-11-24	"ALCOHOLIC"	"I underestimated the alcoholic within me"	-25.747096	28.197801	632	2014-11-24 12:48:08	"12:48"
2014-11-24	"ALCOHOLIC"	"That time when @olivia_evans94 accidentally took a whole crate of none alcoholic cider into creamfields"	53.195281	-2.92123	538	2014-11-24 12:56:13	"12:56"
2014-11-24	"ALCOHOLIC"	"@CannabisCarter: I broke my families alcoholic genes by becoming a stoner. @mpresnell18 dad...lmao"	41.720546	-83.469832	591	2014-11-24 13:02:08	"13:02"
2014-11-24	"ALCOHOLIC"	"People may assume Eva Green is a party animal &amp; Alcoholic kid but she does none of them. She's just bold, does less films and love to read."	23.719218	90.422732	994	2014-11-24 13:37:36	"13:37"
2014-11-24	"ALCOHOLIC"	"I think I am an alcoholic"	-33.937471	18.893065	322	2014-11-24 13:53:13	"13:53"
2014-11-24	"ALCOHOLIC"	"You know your an alcoholic when you're getting beer at 6am lol"	34.099801	-118.347962	550	2014-11-24 14:00:18	"14:00"
2014-11-24	"ALCOHOLIC"	"Actually I am not an alcoholic.. I don't believe in addiction.. Addiction was created by humans"	-33.937475	18.893013	322	2014-11-24 14:00:23	"14:00"
2014-11-24	"ALCOHOLIC"	"Ngga ada yang leebih nyaman dari LANDE (at De' Lande Alcoholic Coffee Bar)  https://t.co/2vcnqRuBIN"	-8.69993	115.17741	585	2014-11-24 14:01:27	"14:01"
2014-11-24	"ALCOHOLIC"	"The life of an alcoholic, you start drinking at 8:00am"	38.88909	-76.823505	524	2014-11-24 14:10:46	"14:10"
2014-11-24	"ALCOHOLIC"	"Brooke Shields delves into troubled relationship with alcoholic mom in new book: She was the most important person http://t.co/04rkqocUiR"	43.648424	-79.375364	4240	2014-11-24 14:17:11	"14:17"
2014-11-24	"ALCOHOLIC"	"\"@CannabisCarter: I broke my families alcoholic genes by becoming a stoner.\" The beauty of our generation"	42.976115	-85.679146	1007	2014-11-24 14:36:46	"14:36"
2014-11-24	"ALCOHOLIC"	"@buzz_clik @elizabethdanger And is a self-loathing fuelled alcoholic."	-37.756907	145.013084	593	2014-11-24 14:58:58	"14:58"
2014-11-24	"ALCOHOLIC"	"Travelling + hangovers = Benny turning into an alcoholic"	54.982137	-1.598079	176	2014-11-24 15:38:41	"15:38"
2014-11-24	"ALCOHOLIC"	"@HuffPostCanada: This flightless bird tells a devastating tale of addiction http://t.co/XaPZ0wkFR2 http://t.co/yYYAcsGuxy #Alcoholic"	46.510631	-84.329432	695	2014-11-24 15:52:02	"15:52"
2014-11-24	"ALCOHOLIC"	"@CannabisCarter: I broke my families alcoholic genes by becoming a stoner.LITERALLY!"	40.2544	-74.789936	1257	2014-11-24 15:52:47	"15:52"
2014-11-24	"ALCOHOLIC"	"September can't hurry up fast enough.. I just wanna be laying on a beautiful beach with a fruity alcoholic drink in my hand already"	40.710542	-73.904935	587	2014-11-24 16:28:10	"16:28"
2014-11-24	"ALCOHOLIC"	"\"@TheTumblrPosts: Khloe &amp; Scott are my fav  http://t.co/20cGf2FAHK\" #IZOD THE #GOODGOD; I THINK THEY ARE ALCOHOLIC LOSERS @kourtneykardash"	34.041545	-118.246193	61	2014-11-24 16:34:53	"16:34"
2014-11-24	"ALCOHOLIC"	"@abbyparkins11 bcuz ur an alcoholic dude"	40.851259	-84.352339	820	2014-11-24 16:42:40	"16:42"
2014-11-24	"ALCOHOLIC"	"A big congratulations to those who graduated college without becoming an alcoholic, drug addict, insomniac or stripper"	42.820115	-102.997375	439	2014-11-24 16:48:02	"16:48"
2014-11-24	"ALCOHOLIC"	"I love that I can drink 40s at 11:40 am and be able to use the excuse of being a college student instead of being an alcoholic"	41.726181	-72.214401	5135	2014-11-24 16:49:31	"16:49"
2014-11-24	"ALCOHOLIC"	"@mari2175 @SiliciaMiranda turn 21 now your an alcoholic"	27.520991	-97.877738	587	2014-11-24 16:52:15	"16:52"
2014-11-24	"ALCOHOLIC"	"Yay! \"@FortuneMagazine: It's that time of year again: 11 alcoholic holiday gifts for drinkers http://t.co/boty9eWG40 http://t.co/tO5LsjPfOP\""	9.997727	76.293638	94	2014-11-24 17:00:05	"17:00"
2014-11-24	"ALCOHOLIC"	"I hope that sense I'm done smoking I don't become an alcoholic.."	38.538498	-89.995249	365	2014-11-24 17:15:23	"17:15"
2014-11-24	"ALCOHOLIC"	"@nathaniel_son  alcoholic"	31.070214	-97.475079	614	2014-11-24 17:23:08	"17:23"
2014-11-24	"ALCOHOLIC"	"@morgynfawcett or you're an alcoholic"	47.656338	-122.309291	201	2014-11-24 17:27:00	"17:27"
2014-11-24	"ALCOHOLIC"	"Or you realize how big of an alcoholic you are http://t.co/ueexphcLIP"	40.073622	-74.992553	777	2014-11-24 17:37:27	"17:37"
2014-11-24	"ALCOHOLIC"	"@UberFacts: The darker the color of your alcoholic drink, the more likely it is to give you a hangover. Explains a lot..."	33.927538	-117.979681	309	2014-11-24 17:38:23	"17:38"
2014-11-24	"ALCOHOLIC"	"This means the return of the alcoholic"	-26.682982	25.46176	286	2014-11-24 17:39:41	"17:39"
2014-11-24	"ALCOHOLIC"	"He actually thinks am an alcoholic tho http://t.co/SxkXy31dyu"	55.009999	-1.498604	1150	2014-11-24 18:00:16	"18:00"
2014-11-24	"ALCOHOLIC"	"I smell like a coffee drinking alcoholic."	39.586337	-104.941439	88	2014-11-24 18:00:43	"18:00"
2014-11-24	"ALCOHOLIC"	"It is too damn early for a drink just saying you might be an alcoholic"	27.755502	-97.429521	1223	2014-11-24 18:08:04	"18:08"
2014-11-24	"ALCOHOLIC"	"\"What classifies someone as an alcoholic..cause I think I'm borderline\" oh my god"	36.083278	-115.152894	238	2014-11-24 18:18:51	"18:18"
2014-11-24	"ALCOHOLIC"	"@CannabisCarter: I broke my families alcoholic genes by becoming a stoner."	41.991488	-70.993439	386	2014-11-24 18:23:13	"18:23"
2014-11-24	"ALCOHOLIC"	"Just calculated my grades... Not sure how but I have 3 A's &amp; 2 B's.... Now just imagine if I wasn't an alcoholic, right?!"	30.715569	-95.549739	795	2014-11-24 18:24:30	"18:24"
2014-11-24	"ALCOHOLIC"	"Will I ever stop being an alcoholic though?"	-33.01112	27.90201	3628	2014-11-24 18:30:53	"18:30"
2014-11-24	"ALCOHOLIC"	"Definitely in need of an alcoholic drink right now"	37.474192	-77.259392	172	2014-11-24 18:32:16	"18:32"
2014-11-24	"ALCOHOLIC"	"wish amanda was an alcoholic like the rest of us so she could have a perty for her birthday and we could all get steamin"	55.869814	-3.098567	808	2014-11-24 18:35:59	"18:35"
2014-11-24	"ALCOHOLIC"	"Slowly becoming an alcoholic lol"	30.515749	-82.978229	949	2014-11-24 18:37:45	"18:37"
2014-11-24	"ALCOHOLIC"	"@ForeverShakes Bruh its a trend ka November bra. Its been happening since years ago.. I behave but come November, I become an alcoholic"	-33.01112	27.90201	3628	2014-11-24 18:37:54	"18:37"
2014-11-24	"ALCOHOLIC"	"@Eric_Roth7 do an intervention for your alcoholic roommate you can practice it at home on him... test its emotion and effectiveness"	42.682684	-78.731657	613	2014-11-24 18:40:39	"18:40"
2014-11-24	"ALCOHOLIC"	"Well...Doesn't This Alcoholic Drink Look Appetising Given That You Have To Drink It With These Mealworms...Ugh!"	51.566103	-1.777586	56	2014-11-24 18:41:14	"18:41"
2014-11-24	"ALCOHOLIC"	"@CannabisCarter: I broke my families alcoholic genes by becoming a stoner. Lol literally"	38.498851	-90.323356	806	2014-11-24 18:52:27	"18:52"
2014-11-24	"ALCOHOLIC"	"LMAO! Enkosi boo\"@zeephoDice: AA meeting nana lol ill give you moral support! @Ntlola_: Will I ever stop being an alcoholic though? \""	-33.0109	27.90221	3628	2014-11-24 18:53:28	"18:53"
2014-11-24	"ALCOHOLIC"	"I'm not an alcoholic..  \"@Tsundu_xo: A person's first tweet says a lot about them.\""	-25.897581	28.115572	1073	2014-11-24 18:55:42	"18:55"
2014-11-24	"ALCOHOLIC"	"@NeishAintShit lmao. I am not an alcoholic ! Yall be talking shit about how i take shots. I ain't take no baby shots Saturday.  tt"	35.75144	-81.286772	1297	2014-11-24 18:57:43	"18:57"
2014-11-24	"ALCOHOLIC"	"So I got the drink package for my cruise.. 15 alcoholic drinks a day and long islands are included... #ByeByeLiver"	25.777972	-80.170149	1092	2014-11-24 18:58:28	"18:58"
2014-11-24	"ALCOHOLIC"	"\"The generation after us is tumblr cute and we're just alcoholic jersey shore thots\""	41.389402	-71.480389	240	2014-11-24 18:59:27	"18:59"
2014-11-24	"ALCOHOLIC"	"I feel like an alcoholic it's only 2:02 http://t.co/BquJSPpWGJ"	41.451216	-81.814752	3610	2014-11-24 19:02:13	"19:02"
2014-11-24	"ALCOHOLIC"	"@rizzy_rozay11 so who's an alcoholic"	40.213116	-75.093457	1520	2014-11-24 19:19:16	"19:19"
2014-11-24	"ALCOHOLIC"	"All inclusive food &amp; alcohol is not ok for my health it's only day two and I feel like an alcoholic pig!"	28.708725	-13.839954	916	2014-11-24 19:24:36	"19:24"
2014-11-24	"ALCOHOLIC"	"Favorit non-alcoholic drink? #TokioHotelPopCrush"	51.69343	5.132756	2876	2014-11-24 19:29:04	"19:29"
2014-11-24	"ALCOHOLIC"	"Ari the alcoholic http://t.co/LaksBUGhIc"	41.587394	-93.754284	312	2014-11-24 19:59:07	"19:59"
2014-11-24	"ALCOHOLIC"	"Ari the alcoholic http://t.co/AAVUlfx5ZX"	41.587394	-93.754284	312	2014-11-24 20:00:04	"20:00"
2014-11-24	"ALCOHOLIC"	"@ThundaBunz is clearly an #alcoholic cus he's #DrinkingBeforeWork #TskTsk #ShameOnHim #smh"	42.533354	-74.98191	671	2014-11-24 20:03:12	"20:03"
2014-11-24	"ALCOHOLIC"	"'Siri, am I an alcoholic?', I whisper into my burrito."	33.010749	-96.745495	16	2014-11-24 20:07:54	"20:07"
2014-11-24	"ALCOHOLIC"	"This girl was a alcoholic, went to rehab 3 times, 2 weeks after she got out for the last time, she started drinking hand sanitizer.. Wow."	42.866309	-78.785672	1362	2014-11-24 20:08:24	"20:08"
2014-11-24	"ALCOHOLIC"	"@TheHomieAndyy sorry I'm not an alcoholic"	34.07787	-117.46983	735	2014-11-24 20:19:51	"20:19"
2014-11-24	"ALCOHOLIC"	"Stella:what was Angie's answer for who's her rolemodel Me: Me duh  Stella: but you're an alcoholic...Me: Oh well we can't be perfect"	41.910605	-87.94021	845	2014-11-24 20:25:56	"20:25"
2014-11-24	"ALCOHOLIC"	"If every work week was like today, I'd be an alcoholic"	49.798995	-97.150458	62	2014-11-24 20:26:30	"20:26"
2014-11-24	"ALCOHOLIC"	"I know Scott Disick Is \"hot\" and \"goals\" but everyone seems to forget he is a raging alcoholic"	42.642254	-83.488507	336	2014-11-24 20:27:21	"20:27"
2014-11-24	"ALCOHOLIC"	"What's the point of having none alcoholic champagne? Like, that just defeats it's purpose."	-29.160214	26.186182	557	2014-11-24 20:31:44	"20:31"
2014-11-24	"ALCOHOLIC"	"I fear failing you know, i just know ima become and  alcoholic smoking 2 packs of cigarettes a day if i do"	42.107254	-72.587836	891	2014-11-24 20:37:46	"20:37"
2014-11-24	"ALCOHOLIC"	"Only The greatest Alcoholic drink made RT@_TheAmaka_: What's even with this 'Orijin' drink?\""	6.573971	3.397133	3030	2014-11-24 20:38:24	"20:38"
2014-11-24	"ALCOHOLIC"	"Therefore I've backed away from alcoholic and gotten closer to these books"	42.107254	-72.587836	891	2014-11-24 20:38:31	"20:38"
2014-11-24	"ALCOHOLIC"	"At least North kids dont have to worry about their alcoholic fathers beating the shit out of their moms"	41.296988	-96.060739	446	2014-11-24 20:39:31	"20:39"
2014-11-24	"ALCOHOLIC"	"Everyone: \"I think you're an alcoholic\" Alexis: \"no I not\" http://t.co/PwlGGsRqcn"	39.943629	-75.346833	1037	2014-11-24 20:41:35	"20:41"
2014-11-24	"ALCOHOLIC"	"and I can't even call it, every time I drink I drink like an alcoholic"	49.848029	-99.960925	989	2014-11-24 20:42:12	"20:42"
2014-11-24	"ALCOHOLIC"	"Not an alcoholic: http://t.co/NoBLbyCBEM"	39.782055	-85.99087	252	2014-11-24 20:46:51	"20:46"
2014-11-24	"ALCOHOLIC"	"I'm thinking about having a cup of Stella Rosa before work..... But then that would make me an alcoholic"	33.898713	-117.220069	163	2014-11-24 20:58:57	"20:58"
2014-11-24	"ALCOHOLIC"	"I need an alcoholic beverage ASAP"	40.715076	-74.008223	502	2014-11-24 21:18:14	"21:18"
2014-11-24	"ALCOHOLIC"	"Let my alcoholic bitch hit the dope she start chokinn"	29.686887	-95.254616	945	2014-11-24 21:23:37	"21:23"
2014-11-24	"ALCOHOLIC"	"@ZeeTabari alcoholic! X"	54.925811	-1.745912	359	2014-11-24 21:27:03	"21:27"
2014-11-24	"ALCOHOLIC"	"You know when you are an alcoholic is when you follow alcohol accounts on Twitter ..."	40.237594	-83.388865	342	2014-11-24 21:27:52	"21:27"
2014-11-24	"ALCOHOLIC"	"Yall lucky yall don't have to attend alcohol classes. Like I'm a ragin alcoholic or some shit, lmao I'm the youngest one in that junt."	33.643889	-112.05206	649	2014-11-24 21:28:50	"21:28"
2014-11-24	"ALCOHOLIC"	"\"People think im an alcoholic but i just love beer\" THATS ACCURATE AF LOL"	42.551383	-71.193843	585	2014-11-24 21:35:17	"21:35"
2014-11-24	"ALCOHOLIC"	"Arctic splash should branch an alcoholic beverage. That would be some next level shit"	40.007389	-75.068032	555	2014-11-24 21:37:30	"21:37"
2014-11-24	"ALCOHOLIC"	"Happy birthday to my deadbeat alcoholic heroin addicted mother. Hope your day is great."	42.567202	-71.997883	292	2014-11-24 21:41:08	"21:41"
2014-11-24	"ALCOHOLIC"	"\"I did what?\" a novel by me with a foreword by the alcoholic beverages i consumed before getting too turnt"	41.030752	-73.714791	355	2014-11-24 21:50:25	"21:50"
2014-11-24	"ALCOHOLIC"	"Tonight's alcoholic concoction: Voddy and Vimto. Let's see how it goes!"	52.19306	-2.250369	136	2014-11-24 22:03:14	"22:03"
2014-11-24	"ALCOHOLIC"	"I just need a pack of cigarettes, an alcoholic beverage, and some Eminem. Then I'll be happy."	43.513429	-83.961102	552	2014-11-24 22:04:51	"22:04"
2014-11-24	"ALCOHOLIC"	"I wish I could go back &amp; teach my teenage self how to ferment fruitpunch &amp; applejuice shit to make terrible alcoholic beverages."	40.585207	-74.162589	258	2014-11-24 22:07:47	"22:07"
2014-11-24	"ALCOHOLIC"	"I can't wait to be on a beach tomorrow with a non alcoholic beverage in hand of course #UCTiswatching"	42.366373	-71.016378	315	2014-11-24 22:10:02	"22:10"
2014-11-24	"ALCOHOLIC"	"Raknn zerine absinth iince byle oluyor... #alcoholic #absinth @ Fetih Mh Ataehir http://t.co/o0GZkTjgZ4"	41.004442	29.075011	39	2014-11-24 22:11:49	"22:11"
2014-11-24	"ALCOHOLIC"	"Concerning that my alcoholic expenditure exceeds what I spend on food."	51.44736	0.080202	363	2014-11-24 22:12:04	"22:12"
2014-11-24	"ALCOHOLIC"	"saw some hony thing and this guy was like \"i was an alcoholic for years and my daughter doesn't speak to me now :(\""	55.942414	-3.215385	131	2014-11-24 22:26:20	"22:26"
2014-11-24	"ALCOHOLIC"	"1.877.565.2112 I sir am a gambling alcoholic"	40.028468	-75.130186	275	2014-11-24 22:30:34	"22:30"
2014-11-24	"ALCOHOLIC"	"I Sound Like An Alcoholic .. Its Only Monday."	39.01015	-76.901127	764	2014-11-24 22:51:05	"22:51"
2014-11-24	"ALCOHOLIC"	"Mixologist choice. Featuring @greygoose L'orange and jalepeo bitters. It's like a spicy alcoholic http://t.co/nFNJkL3CzT"	34.039847	-118.429022	6231	2014-11-24 22:54:10	"22:54"
2014-11-24	"ALCOHOLIC"	"i feel like i either need to run away, or become an alcoholic."	53.703704	-1.607049	1332	2014-11-24 22:56:06	"22:56"
2014-11-24	"ALCOHOLIC"	"@JordanKinman Drink the whole bottle when someone says \"you look like an alcoholic\""	48.71729	-122.479926	195	2014-11-24 22:57:01	"22:57"
2014-11-24	"ALCOHOLIC"	"@KatRamsland \"..in the eyes of the West he immediately turned an alcoholic and a wicked person.\""	29.579706	-98.460799	134	2014-11-24 23:00:04	"23:00"
2014-11-24	"ALCOHOLIC"	"Sorry to inform all of u of this, but Va State Law has classified anyone who has had 2 or more blackouts from alcohol is an alcoholic #FUVA"	36.86464	-76.165272	216	2014-11-24 23:01:29	"23:01"
2014-11-24	"ALCOHOLIC"	"@zak_east: @Siidsmaria_x you alcoholiclol naoo"	51.59813	-0.156611	1918	2014-11-24 23:22:01	"23:22"
2014-11-24	"ALCOHOLIC"	"One of my cats just stole the bottle cap from my beer... #alcoholic #intervention #catgettingdrunk"	30.256055	-81.540861	57	2014-11-24 23:23:23	"23:23"
2014-11-24	"ALCOHOLIC"	"I also have weed and alcoholic beverages."	45.549291	-122.643149	761	2014-11-24 23:28:56	"23:28"
2014-11-24	"ALCOHOLIC"	"@_myriammm yeah ok you were an alcoholic before I was!! Lmao"	33.936188	-118.204701	2561	2014-11-24 23:30:39	"23:30"
2014-11-24	"ALCOHOLIC"	"It smells like an alcoholic has been living in here"	51.473736	-2.562528	625	2014-11-24 23:33:42	"23:33"
2014-11-24	"ALCOHOLIC"	"@TaylorBuechel I would be in alcoholic heaven!."	43.520465	-88.451144	176	2014-11-24 23:42:59	"23:42"
2014-11-24	"ALCOHOLIC"	"This is the second time my acting professor gave me a scene where I'm married to an alcoholic.......?"	42.26033	-77.788803	431	2014-11-24 23:43:36	"23:43"
2014-11-24	"ALCOHOLIC"	"Ya boyfriends an alcoholic but guccis a reefa chiefa"	38.794397	-77.458449	1002	2014-11-24 23:53:35	"23:53"
2014-11-24	"ALCOHOLIC"	"@clln_14 I'm afraid you have turned into an alcoholic. http://t.co/ep4IUgzqib"	29.898995	-97.947426	542	2014-11-24 23:54:14	"23:54"
2014-11-24	"ALCOHOLIC"	"Why do you have to be a teenage alcoholic........... You could be bae"	41.524426	-71.724693	468	2014-11-24 23:57:29	"23:57"
2014-11-24	"ALCOHOLIC"	"@_jutee: I love being drunk I just don't like drinking if that make sense  sound like a alcoholic"	36.839662	-76.264712	808	2014-11-24 23:58:44	"23:58"
2014-11-24	"ALCOHOLIC"	"@BenThapa82 hope you feel better soon.  Keep warm and drink loads (non alcoholic of course!) xx"	53.612163	-1.28475	36	2014-11-24 23:59:50	"23:59"
2014-11-25	"ALCOHOLIC"	"Girl in class: \"ohemgee you're like a drunk addict\"Alcoholic?????"	32.232374	-110.950235	773	2014-11-25 00:00:50	"00:00"
2014-11-25	"ALCOHOLIC"	"Watching jeopardy and this guy is answering the draft beer category like its the alphabet #RedFlag #Alcoholic"	40.821739	-74.254161	89	2014-11-25 00:10:07	"00:10"
