Date	Term	Tweet	Lat	Long	N_followers	Neg
1416849788792	ALCOHOLIC	@nathaniel_son  alcoholic	31.070214	-97.475079	614.0	0.0
1416850020740	ALCOHOLIC	@morgynfawcett or you're an alcoholic	47.656338	-122.309291	201.0	0.0
1416850647687	ALCOHOLIC	Or you realize how big of an alcoholic you are http://t.co/ueexphcLIP	40.073622	-74.992553	777.0	0.0
1416850703089	ALCOHOLIC	@UberFacts: The darker the color of your alcoholic drink, the more likely it is to give you a hangover. Explains a lot...	33.927538	-117.979681	309.0	0.0
1416850781342	ALCOHOLIC	This means the return of the alcoholic	-26.682982	25.46176	286.0	0.0
1416852016741	ALCOHOLIC	He actually thinks am an alcoholic tho http://t.co/SxkXy31dyu	55.009999	-1.498604	1150.0	1.0
1416852043215	ALCOHOLIC	I smell like a coffee drinking alcoholic.	39.586337	-104.941439	88.0	0.0
1416852484724	ALCOHOLIC	It is too damn early for a drink just saying you might be an alcoholic	27.755502	-97.429521	1223.0	1.0
1416853131812	ALCOHOLIC	What classifies someone as an alcoholic..cause I think I'm borderline oh my god	36.083278	-115.152894	238.0	0.0
1416853393572	ALCOHOLIC	@CannabisCarter: I broke my families alcoholic genes by becoming a stoner.	41.991488	-70.993439	386.0	0.0
1416853470834	ALCOHOLIC	Just calculated my grades... Not sure how but I have 3 A's &amp; 2 B's.... Now just imagine if I wasn't an alcoholic, right?! 	30.715569	-95.549739	795.0	0.0
1416853853998	ALCOHOLIC	Will I ever stop being an alcoholic though? 	-33.01112	27.90201	3628.0	0.0
1416853936464	ALCOHOLIC	Definitely in need of an alcoholic drink right now	37.474192	-77.259392	172.0	1.0
1416854159666	ALCOHOLIC	wish amanda was an alcoholic like the rest of us so she could have a perty for her birthday and we could all get steamin	55.869814	-3.098567	808.0	0.0
1416854265504	ALCOHOLIC	Slowly becoming an alcoholic lol	30.515749	-82.978229	949.0	0.0
1416854274036	ALCOHOLIC	@ForeverShakes Bruh its a trend ka November bra. Its been happening since years ago.. I behave but come November, I become an alcoholic 	-33.01112	27.90201	3628.0	0.0
1416854439835	ALCOHOLIC	@Eric_Roth7 do an intervention for your alcoholic roommate you can practice it at home on him... test its emotion and effectiveness	42.682684	-78.731657	613.0	0.0
1416854474110	ALCOHOLIC	Well...Doesn't This Alcoholic Drink Look Appetising Given That You Have To Drink It With These Mealworms...Ugh!	51.566103	-1.777586	56.0	1.0
1416855147611	ALCOHOLIC	@CannabisCarter: I broke my families alcoholic genes by becoming a stoner. Lol literally	38.498851	-90.323356	806.0	0.0
1416855208240	ALCOHOLIC	"LMAO! Enkosi boo""@zeephoDice: AA meeting nana lol ill give you moral support! @Ntlola_: Will I ever stop being an alcoholic though? """	-33.0109	27.90221	3628.0	0.0
1416855342069	ALCOHOLIC	"I'm not an alcoholic..  ""@Tsundu_xo: A person's first tweet says a lot about them."""	-25.897581	28.115572	1073.0	0.0
1416855463886	ALCOHOLIC	@NeishAintShit lmao. I am not an alcoholic ! Yall be talking shit about how i take shots. I ain't take no baby shots Saturday.  tt	35.75144	-81.286772	1297.0	0.0
1416855508079	ALCOHOLIC	So I got the drink package for my cruise.. 15 alcoholic drinks a day and long islands are included... #ByeByeLiver	25.777972	-80.170149	1092.0	0.0
1416855567961	ALCOHOLIC	The generation after us is tumblr cute and we're just alcoholic jersey shore thots 	41.389402	-71.480389	240.0	0.0
1416855733029	ALCOHOLIC	I feel like an alcoholic it's only 2:02 http://t.co/BquJSPpWGJ	41.451216	-81.814752	3610.0	0.0
1416856756159	ALCOHOLIC	@rizzy_rozay11 so who's an alcoholic 	40.213116	-75.093457	1520.0	0.0
1416857076745	ALCOHOLIC	All inclusive food &amp; alcohol is not ok for my health it's only day two and I feel like an alcoholic pig! 	28.708725	-13.839954	916.0	0.0
1416857344227	ALCOHOLIC	Favorit non-alcoholic drink? #TokioHotelPopCrush	51.69343	5.132756	2876.0	0.0
1416859147091	ALCOHOLIC	Ari the alcoholic http://t.co/LaksBUGhIc	41.587394	-93.754284	312.0	0.0
1416859204080	ALCOHOLIC	Ari the alcoholic http://t.co/AAVUlfx5ZX	41.587394	-93.754284	312.0	0.0
1416859392159	ALCOHOLIC	@ThundaBunz is clearly an #alcoholic cus he's #DrinkingBeforeWork #TskTsk #ShameOnHim #smh 	42.533354	-74.98191	671.0	1.0
1416859674369	ALCOHOLIC	'Siri, am I an alcoholic?', I whisper into my burrito.	33.010749	-96.745495	16.0	0.0
1416859704174	ALCOHOLIC	This girl was a alcoholic, went to rehab 3 times, 2 weeks after she got out for the last time, she started drinking hand sanitizer.. Wow.	42.866309	-78.785672	1362.0	0.0
1416860391860	ALCOHOLIC	@TheHomieAndyy sorry I'm not an alcoholic	34.07787	-117.46983	735.0	1.0
1416860756410	ALCOHOLIC	Stella:what was Angie's answer for who's her rolemodel Me: Me duh  Stella: but you're an alcoholic...Me: Oh well we can't be perfect 	41.910605	-87.94021	845.0	0.0
1416860790839	ALCOHOLIC	If every work week was like today, I'd be an alcoholic	49.798995	-97.150458	62.0	0.0
1416860841294	ALCOHOLIC	"I know Scott Disick Is ""hot"" and ""goals"" but everyone seems to forget he is a raging alcoholic "	42.642254	-83.488507	336.0	0.0
1416861104208	ALCOHOLIC	What's the point of having none alcoholic champagne? Like, that just defeats it's purpose.	-29.160214	26.186182	557.0	0.0
1416861466659	ALCOHOLIC	I fear failing you know, i just know ima become and  alcoholic smoking 2 packs of cigarettes a day if i do	42.107254	-72.587836	891.0	0.0
1416861504888	ALCOHOLIC	"Only The greatest Alcoholic drink made RT@_TheAmaka_: What's even with this 'Orijin' drink?"""	6.573971	3.397133	3030.0	1.0
1416861511206	ALCOHOLIC	Therefore I've backed away from alcoholic and gotten closer to these books	42.107254	-72.587836	891.0	0.0
1416861571280	ALCOHOLIC	At least North kids dont have to worry about their alcoholic fathers beating the shit out of their moms	41.296988	-96.060739	446.0	1.0
1416861695608	ALCOHOLIC	"Everyone: ""I think you're an alcoholic"" Alexis: ""no I not"" http://t.co/PwlGGsRqcn"	39.943629	-75.346833	1037.0	0.0
1416861732608	ALCOHOLIC	and I can't even call it, every time I drink I drink like an alcoholic	49.848029	-99.960925	989.0	1.0
1416862011877	ALCOHOLIC	Not an alcoholic: http://t.co/NoBLbyCBEM	39.782055	-85.99087	252.0	0.0
1416862737177	ALCOHOLIC	I'm thinking about having a cup of Stella Rosa before work..... But then that would make me an alcoholic	33.898713	-117.220069	163.0	1.0
1416863894124	ALCOHOLIC	I need an alcoholic beverage ASAP	40.715076	-74.008223	502.0	1.0
1416864217756	ALCOHOLIC	Let my alcoholic bitch hit the dope she start chokinn	29.686887	-95.254616	945.0	0.0
1416864423298	ALCOHOLIC	@ZeeTabari alcoholic! X	54.925811	-1.745912	359.0	0.0
1416864472611	ALCOHOLIC	You know when you are an alcoholic is when you follow alcohol accounts on Twitter ... 	40.237594	-83.388865	342.0	0.0
1416864530259	ALCOHOLIC	Yall lucky yall don't have to attend alcohol classes. Like I'm a ragin alcoholic or some shit, lmao I'm the youngest one in that junt.	33.643889	-112.05206	649.0	0.0
1416864917641	ALCOHOLIC	People think im an alcoholic but i just love beer THATS ACCURATE AF LOL	42.551383	-71.193843	585.0	1.0
1416865050499	ALCOHOLIC	Arctic splash should branch an alcoholic beverage. That would be some next level shit	40.007389	-75.068032	555.0	1.0
1416865268717	ALCOHOLIC	Happy birthday to my deadbeat alcoholic heroin addicted mother. Hope your day is great. 	42.567202	-71.997883	292.0	0.0
1416865825741	ALCOHOLIC	I did what? a novel by me with a foreword by the alcoholic beverages i consumed before getting too turnt	41.030752	-73.714791	355.0	0.0
1416866594562	ALCOHOLIC	Tonight's alcoholic concoction: Voddy and Vimto. Let's see how it goes!	52.19306	-2.250369	136.0	0.0
1416866691958	ALCOHOLIC	I just need a pack of cigarettes, an alcoholic beverage, and some Eminem. Then I'll be happy.	43.513429	-83.961102	552.0	0.0
1416866867055	ALCOHOLIC	I wish I could go back &amp; teach my teenage self how to ferment fruitpunch &amp; applejuice shit to make terrible alcoholic beverages.	40.585207	-74.162589	258.0	1.0
1416867002868	ALCOHOLIC	I can't wait to be on a beach tomorrow with a non alcoholic beverage in hand of course #UCTiswatching	42.366373	-71.016378	315.0	0.0
1416867109006	ALCOHOLIC	Raknn zerine absinth iince byle oluyor... #alcoholic #absinth @ Fetih Mh Ataehir http://t.co/o0GZkTjgZ4	41.004442	29.075011	39.0	0.0
1416867124455	ALCOHOLIC	Concerning that my alcoholic expenditure exceeds what I spend on food.	51.44736	0.080202	363.0	0.0
1416867980098	ALCOHOLIC	"saw some hony thing and this guy was like ""i was an alcoholic for years and my daughter doesn't speak to me now :("""	55.942414	-3.215385	131.0	0.0
1416868234363	ALCOHOLIC	1.877.565.2112 I sir am a gambling alcoholic 	40.028468	-75.130186	275.0	0.0
1416869465833	ALCOHOLIC	I Sound Like An Alcoholic .. Its Only Monday.	39.01015	-76.901127	764.0	0.0
1416869650246	ALCOHOLIC	Mixologist choice. Featuring @greygoose L'orange and jalepeo bitters. It's like a spicy alcoholic http://t.co/nFNJkL3CzT	34.039847	-118.429022	6231.0	0.0
1416869766804	ALCOHOLIC	i feel like i either need to run away, or become an alcoholic.	53.703704	-1.607049	1332.0	0.0
1416869821164	ALCOHOLIC	"@JordanKinman Drink the whole bottle when someone says ""you look like an alcoholic"""	48.71729	-122.479926	195.0	0.0
1416870004620	ALCOHOLIC	"@KatRamsland ""..in the eyes of the West he immediately turned an alcoholic and a wicked person."""	29.579706	-98.460799	134.0	0.0
1416870089581	ALCOHOLIC	Sorry to inform all of u of this, but Va State Law has classified anyone who has had 2 or more blackouts from alcohol is an alcoholic #FUVA	36.86464	-76.165272	216.0	1.0
1416871321105	ALCOHOLIC	@zak_east: @Siidsmaria_x you alcoholiclol naoo	51.59813	-0.156611	1918.0	0.0
1416871403320	ALCOHOLIC	One of my cats just stole the bottle cap from my beer... #alcoholic #intervention #catgettingdrunk	30.256055	-81.540861	57.0	0.0
1416871736545	ALCOHOLIC	I also have weed and alcoholic beverages.	45.549291	-122.643149	761.0	0.0
1416871839027	ALCOHOLIC	@_myriammm yeah ok you were an alcoholic before I was!! Lmao	33.936188	-118.204701	2561.0	0.0
1416872022337	ALCOHOLIC	It smells like an alcoholic has been living in here	51.473736	-2.562528	625.0	0.0
1416872579383	ALCOHOLIC	@TaylorBuechel I would be in alcoholic heaven!.	43.520465	-88.451144	176.0	0.0
1416872616131	ALCOHOLIC	This is the second time my acting professor gave me a scene where I'm married to an alcoholic.......?	42.26033	-77.788803	431.0	0.0
1416873215420	ALCOHOLIC	Ya boyfriends an alcoholic but guccis a reefa chiefa	38.794397	-77.458449	1002.0	0.0
1416873254138	ALCOHOLIC	@clln_14 I'm afraid you have turned into an alcoholic. http://t.co/ep4IUgzqib	29.898995	-97.947426	542.0	0.0
1416873449667	ALCOHOLIC	Why do you have to be a teenage alcoholic........... You could be bae 	41.524426	-71.724693	468.0	0.0
1416873524623	ALCOHOLIC	@_jutee: I love being drunk I just don't like drinking if that make sense  sound like a alcoholic	36.839662	-76.264712	808.0	0.0
1416873590307	ALCOHOLIC	@BenThapa82 hope you feel better soon.  Keep warm and drink loads (non alcoholic of course!) xx	53.612163	-1.28475	36.0	0.0
1416873650587	ALCOHOLIC	"Girl in class: ""ohemgee you're like a drunk addict""Alcoholic?????"	32.232374	-110.950235	773.0	0.0
1416874207253	ALCOHOLIC	Watching jeopardy and this guy is answering the draft beer category like its the alphabet #RedFlag #Alcoholic	40.821739	-74.254161	89.0	1.0
1416874739473	ALCOHOLIC	TC is an alcoholic 	40.620005	-79.148721	1388.0	0.0
1416876023367	ALCOHOLIC	I have this urge to get drunk tonight by myself #alcoholic???	40.767296	-73.790425	147.0	1.0
1416876070819	ALCOHOLIC	@lsimp77  http://t.co/SKRwKCNFwT George's mother was also an alcoholic. He had a pre-disposition to it. Have a look beyond football rivalry!	53.595106	-2.279911	382.0	1.0
1416876705375	ALCOHOLIC	happy 23rd birthday to this gem thanks for supplying alcoholic beverages for me sometimes! love http://t.co/0NuCemN3aH	40.677245	-73.333927	763.0	0.0
1416876963201	ALCOHOLIC	@annie_karlla: Healthiest Alcoholic Drinks - http://t.co/9cSXJFwSRh http://t.co/TPKA6AJUSo #1, 2, &amp; 5 my faves but all of the above wrks 2	53.606709	-113.492682	357.0	0.0
1416877063446	ALCOHOLIC	I might just be an alcoholic @TRAPLORDTAE 	41.452664	-81.588834	1109.0	0.0
1416877210707	ALCOHOLIC	@Jordantknight @Britt10_Brown @xxxnoey I'm a raging alcoholic with a massive coke addiction	30.617456	-96.316367	839.0	1.0
1416878108666	ALCOHOLIC	Life goal- become more of an alcoholic than my mother has ever been	40.655897	-79.624515	114.0	0.0
1416878735885	ALCOHOLIC	and i can't even call it every time i drink i drink like an alcoholic 	37.493165	-82.757757	538.0	1.0
1416879738448	ALCOHOLIC	@amanda_beam alcoholic	39.679374	-75.74296	283.0	0.0
1416879954440	ALCOHOLIC	Being an alcoholic is fun until you realize you gain 5+ pounds and lose 50+ dollars every month	39.947293	-75.165654	808.0	0.0
1416879993033	ALCOHOLIC	Drink once and you're an alcoholic . 	36.303209	-82.364774	451.0	0.0
1416880344585	ALCOHOLIC	@Jorge_jungo15: @Deana_Chavira98 Lmfao that's what you get pinche alcoholic really ?  I only drinked 4	32.665504	-97.344479	585.0	0.0
1416880438302	ALCOHOLIC	she's an alcoholic and eats hot dogs, she is gonna be a great mother	37.786847	-122.399885	1265.0	0.0
1416880479434	ALCOHOLIC	@David_M_Piazza @kaitttllynn I'll bring you non alcoholic root beer	41.638651	-88.207815	562.0	0.0
1416880865950	ALCOHOLIC	RT@FortuneMagazine: It's that time of year again: 11 alcoholic holiday gifts for drinkers http://t.co/EDDLHIzJzM http://t.co/U3acSUuI7c	36.381303	-94.273608	225.0	0.0
1416880875133	ALCOHOLIC	MJ is the best alcoholic gambler owner just sitting on the end of the bench I can't even be mad	35.156117	-80.796835	314.0	0.0
1416881930485	ALCOHOLIC	@Jorge_jungo15: @Deana_Chavira98 lmao yes you fucken alcoholic you were the one trying to force me to drink 	32.679452	-97.365741	585.0	0.0
1416882129311	ALCOHOLIC	@kenzie_kae12 so r u saying you want an alcoholic man ??	41.943001	-79.844852	325.0	1.0
1416882683189	ALCOHOLIC	being gross alcoholic http://t.co/a3qDXNZ7Lf	38.725953	-121.277453	585.0	0.0
1416882994331	ALCOHOLIC	First Movement... #alcoholic (@ Park Hyatt Chicago in Chicago, IL) http://t.co/YvvzqUCwNY	41.896795	-87.625331	3884.0	0.0
1416883576891	ALCOHOLIC	"@AlcoholHumor: People call it ""alcoholic,"" I call it ""having a good time."" @sierrah_undone"	41.158406	-92.629763	184.0	0.0
1416883638546	ALCOHOLIC	It burnt my throat #alcoholic  @darian_krepps	26.102874	-80.307017	694.0	0.0
1416883861615	ALCOHOLIC	I am in desparate need of an alcoholic beverage to drown my disappointment in the US	30.432664	-97.678504	205.0	0.0
1416883915847	ALCOHOLIC	I am in desperate need of an alcoholic beverage to drown my disappointment in the US	30.432718	-97.678571	205.0	0.0
1416884602094	ALCOHOLIC	@NobleSammynoble @The_SRP would you take an alcoholic to a pub? People have free will and are plenty capable of not giving in to desire.	53.400601	-2.975445	1773.0	0.0
1416884832290	ALCOHOLIC	And I can't even call it, every time I drink, I drink like an alcoholic	32.674521	-97.445646	448.0	1.0
1416884944247	ALCOHOLIC	@dlovee_93 lmao no, I'm not your alcoholic ass self lol	36.181364	-115.116898	127.0	1.0
1416885267478	ALCOHOLIC	"I hate how my purse smells like vodka""That's what happens when you're an alcoholic"	41.630517	-72.744457	252.0	1.0
1416885561376	ALCOHOLIC	@carissakicinski #alcoholic	42.792377	-78.826003	435.0	0.0
1416886464586	ALCOHOLIC	With Gusdepranawa at De' Lande Alcoholic Coffee Bar  https://t.co/1DXyJH03Pr	-8.70002	115.17757	538.0	0.0
1416886516841	ALCOHOLIC	I know Malcolm didn't favorite that alcoholic tweet 	40.657755	-75.280508	1380.0	0.0
1416886604349	ALCOHOLIC	I'm not a alcoholic I just like to enjoy my days off lol	38.456588	-78.849704	214.0	0.0
1416886923590	ALCOHOLIC	This bar is where I'll start my life as an alcoholic. @ The Canyon Inn http://t.co/pPmnglG7ec	40.61895	-111.790255	90.0	0.0
1416887162804	ALCOHOLIC	Alcoholic teacher forgot about our test	33.734875	-118.000969	249.0	0.0
1416887274855	ALCOHOLIC	as a server I'm have a totally different weekend than most so on Sundays and Mondays I look like an alcoholic lol	33.580297	-111.933608	411.0	0.0
1416887395868	ALCOHOLIC	Jesus I need to stop drinking so much 10% beer and pretending it's practically non-alcoholic	42.339724	-71.079927	93.0	1.0
1416887753664	ALCOHOLIC	@jakekontos okay well then the next time i see you with an Alcoholic beverage in your hand, I'll replace it with a cig.	42.321531	-84.012987	302.0	0.0
1416888359211	ALCOHOLIC	I'm too ugly for asking her if she wanted it bottled or draft  #alcoholic	27.764214	-98.041848	208.0	0.0
1416890007393	ALCOHOLIC	Counselor - Stand up and say tell us something about yourself.Nick - Hi my name is Nick Mckenzie and I'm an alcoholic.	38.193972	-83.445505	1313.0	0.0
1416890032459	ALCOHOLIC	Counselor - Stand up and tell us something about yourself.Nick - Hi my name is Nick Mckenzie and I'm an alcoholic.	38.193897	-83.445309	1313.0	0.0
1416890440435	ALCOHOLIC	@mikey_painter15 I'm a recovering alcoholic no thanks. Hahahaha	29.700639	-98.12697	645.0	0.0
1416890498114	ALCOHOLIC	I fell asleep like an alcoholic.	52.197213	20.932281	1040.0	0.0
1416890555631	ALCOHOLIC	Im legally an alcoholic now	43.619187	-116.21786	137.0	0.0
1416890828549	ALCOHOLIC	"@SedaliaConfess: is Haley a lesbian, pill popper, or an alcoholic? I'm confused"" #SedaliaConfessions"" all 3 thanks"	38.700459	-93.218013	418.0	0.0
1416891843412	ALCOHOLIC	@WhatTheFFacts: Most reported victims of Spontaneous Human Combustion have been elderly alcoholic females. @StevCaswell #NowYouKnow	45.378306	-75.641297	82.0	0.0
1416892199017	ALCOHOLIC	@kuabt Consumption of alcoholic drinks, especially in excessive amount, is discouraged by most religions. But we dont forcibly impose on ppl	5.337854	100.461515	9.0	1.0
1416893199147	ALCOHOLIC	Just walked into our local and the bartender had our drinks already poured waiting on the bar. #alcoholic	-37.816528	144.969943	456.0	0.0
1416893711172	ALCOHOLIC	@xaileeeeen I've been asking for beer when I was a kid damn call me an alcoholic..	41.76313	-87.717167	281.0	1.0
1416893804839	ALCOHOLIC	@WhatTheFFacts: Most reported victims of Spontaneous Human Combustion have been elderly alcoholic females.  weird	35.089762	-92.446362	435.0	0.0
1416893943807	ALCOHOLIC	My best friend is upset... what do I do? Make loaded alcoholic hot chocolate :) #problemsolver	40.480228	-79.934535	80.0	0.0
1416894654250	ALCOHOLIC	College just turned me into an alcoholic.	39.657041	-104.768956	570.0	0.0
1416895650492	ALCOHOLIC	Champagne is like alcoholic soda. 	40.909655	-73.896912	151.0	1.0
1416895704123	ALCOHOLIC	I'm depressed as fuck and I'm an alcoholic.	34.032096	-81.129208	48.0	1.0
1416896278642	ALCOHOLIC	People swear I'm an alcoholic but my guy friends drink way more than me but since I'm a female I get called out. Whatevs, I'll drink 2 that	33.503458	-112.275185	910.0	1.0
1416897773218	ALCOHOLIC	your boyfriends an alcoholic but guccis a reefer cheefer	42.685227	-82.730933	342.0	0.0
1416898460782	ALCOHOLIC	More dramatic roles for this great actress: @BettyBuckley was terrific on HBO's Getting On playing an alcoholic former literature professor	34.069827	-118.387565	3005.0	0.0
1416899931810	ALCOHOLIC	My sisterhad 3 different types of alcoholic drinks &amp; she's snapchatting me weird faces while sitting across from me. http://t.co/hEcidD5Irv	32.802261	-115.562848	105.0	0.0
1416900127926	ALCOHOLIC	He comes to work every morning smelling of alcohol,and tells me he's a functional alcoholic,wats dat even mean?	7.724967	8.527588	178.0	0.0
1416900853369	ALCOHOLIC	Downside though I'm going to look like an alcoholic in morrisons spending that much on booze	52.579938	1.110591	656.0	0.0
1416901464161	ALCOHOLIC	@juniour_M @BreannaFoo  she an alcoholic tooo	33.902075	-117.479951	246.0	0.0
1416902605359	ALCOHOLIC	Happy birthday to my fave alcoholic @hannahgiles_ I love u http://t.co/fczpMIRDsB	52.188147	-2.237301	721.0	0.0
1416904679782	ALCOHOLIC	Toni is an alcoholic  @jayhappy14	33.704699	-117.905003	270.0	0.0
1416905698867	ALCOHOLIC	@PauseWines alcoholic :-)	19.160463	72.850846	459.0	0.0
1416906356943	ALCOHOLIC	@omg_its_mandy: @kayolicious ka alcoholic.See you on Friday boo :) i just sample...lol	-17.819784	31.04634	483.0	0.0
1416906520690	ALCOHOLIC	Well since even alcoholic beverages are going lemon, how about some still lemon flavoured water, no add preservatives jus lemon juice.	-25.868157	28.256657	109.0	1.0
1416907230640	ALCOHOLIC	Check under the can the next time you consume an alcoholic beverage @DamnItsBryan	-26.274775	27.811601	3165.0	0.0
1416909177662	ALCOHOLIC	T17703-Dancer 2 in 1 girl asked why car jerling when removed leg in cletch,i said IN me , Alcoholic Car, get Quarter http://t.co/pnGHGoz65k	12.975201	80.186791		0.0
1416910188585	ALCOHOLIC	@dommywarbo @Jack_rab_eye @RichJonesMedia I'll see what I can do.  you best still be a raging alcoholic smelling of shit	51.059558	-1.326246	523.0	0.0
1416910718940	ALCOHOLIC	'Hi can I get yous something to drink before you order' 'No I'm driving' WELL THEN PRICK HAVE AN OJ! Non-alcoholic drinks exist.	-42.442539	171.251351	231.0	1.0
1416911953164	ALCOHOLIC	I'm just gone drink non-alcoholic beer at Okapi	-26.274775	27.811601	3164.0	0.0
1416912025084	ALCOHOLIC	"Bought them yesterday ""@sirkhens: Got your tickets? Stunt: I'm just gone drink non-alcoholic beer at Okapi"""	-26.274775	27.811601	3164.0	1.0
1416912217401	ALCOHOLIC	"Don't wanna be a meme ""@uGugu_oWhite: Lame ""Stunt: I'm just gone drink non-alcoholic beer at Okapi"""""	-26.274775	27.811601	3164.0	1.0
1416913399413	ALCOHOLIC	"For real! ""@MrLebitsa: #LiesToldOnTwitter ""Stunt: I'm just gone drink non-alcoholic beer at Okapi"""""	-26.274775	27.811601	3164.0	0.0
1416915651214	ALCOHOLIC	I'm pretty sure you're an alcoholic just from seeing your snapchat stories.	35.61138	-87.851294	3030.0	0.0
1416915927647	ALCOHOLIC	My doctor thinks I'm a serious alcoholic.But I think I'm more of a funny alcoholic.	26.274878	-98.12509	1775.0	1.0
1416916641743	ALCOHOLIC	Mum finds a bottle of vodka in my room...there for I must be an alcoholic #mumslogic	52.883044	0.920235	143.0	0.0
1416917996516	ALCOHOLIC	Wow the guy who started alcoholics anonymous, said that LSD could possibly cure alcoholism	42.334139	-83.057861	927.0	0.0
1416920916715	ALCOHOLIC	@MellieLFC @marciacarly I'm surprised I am not a alcoholic watching them http://t.co/1Odo1sXE2O	53.449297	-2.349346	1004.0	1.0
1416921014108	ALCOHOLIC	@AVIVA_Volunteer Babes!! Not a #drinker cooks! Dad was a #violent #alcoholic! Hugggs!!  @HopperToursSA @DCTours_za	-33.904701	18.420078	13561.0	1.0
1416922428952	ALCOHOLIC	@CannabisCarter: I broke my families alcoholic genes by becoming a stoner.	40.426848	-74.382025	362.0	0.0
1416922479476	ALCOHOLIC	"Same.. ""@CannabisCarter: I broke my families alcoholic genes by becoming a stoner."""	33.563758	-84.609231	836.0	0.0
1416923002246	ALCOHOLIC	@CannabisCarter: I broke my families alcoholic genes by becoming a stoner.	41.048885	-80.664104	302.0	0.0
1416923275867	ALCOHOLIC	Stress turned me into a weed head and parties an alcoholic	26.098773	-80.13655	534.0	0.0
1416923564330	ALCOHOLIC	@CannabisCarter: I broke my families alcoholic genes by becoming a stoner.	41.901366	-72.689075	281.0	0.0
1416924148560	ALCOHOLIC	@CannabisCarter: I broke my families alcoholic genes by becoming a stoner.	30.195359	-97.734108	341.0	0.0
1416925315434	ALCOHOLIC	Stay #thirsty my friends. #ForTheLoveOfBeer #ColdOne #Lager #SamAdams #WinterLager #Alcoholic #NJ http://t.co/23H64yWbQZ	40.891116	-74.271134	32.0	0.0
1416926297116	ALCOHOLIC	@dannyboyharvey I'm a reformed woman/alcoholic	-31.939284	115.861853	988.0	0.0
1416926391542	ALCOHOLIC	@Yung_Alcoholic  your name is young alcoholic you fucking faggot	40.058984	-74.354778	693.0	0.0
1416926898021	ALCOHOLIC	"Gurih""@FannyRumaisyah: Alcoholic with @ThalibbbNabila @hennyserenada*beer*"""	-6.245826	106.8272	305.0	1.0
1416927266565	ALCOHOLIC	an alcoholic you can tell because my hands shake	32.684916	-97.06687	248.0	1.0
1416927476269	ALCOHOLIC	@Yung_Alcoholic @sulfaabutayeh  DUDE your so cool honestly man .. Wish I could be like young alcoholic	40.058987	-74.354769	693.0	0.0
1416927729270	ALCOHOLIC	what an alcoholic http://t.co/7mcu5NUCMs	40.283844	-74.284494	232.0	0.0
1416927816544	ALCOHOLIC	I broke my family's alcoholic genes by becoming a stoner.	18.377273	-66.163647	161.0	0.0
1416927851685	ALCOHOLIC	And an alcoholic	41.320519	-73.118046	682.0	0.0
1416930454760	ALCOHOLIC	@SkiingBarroth being an alcoholic implies that it's a problem, and it's not (yet).	44.89693	-93.292788	53.0	0.0
1416930530250	ALCOHOLIC	went to buy my first legal alcoholic beverage and didnt even get id'd, srs	51.150617	-2.16909	89.0	0.0
1416930729286	ALCOHOLIC	No wonder my mom became an alcoholic, I would too	40.293879	-111.697059	535.0	1.0
1416930955822	ALCOHOLIC	I'm trying not to be an alcoholic 	33.695244	-84.497195	219.0	1.0
1416932322350	ALCOHOLIC	Whenever anyone orders decaf coffee or non alcoholic beer at work my reflexes give them a smack and I tell them to smarten up.	43.668085	-79.716713	244.0	0.0
1416933704536	ALCOHOLIC	@cmo_55 I grew up in a household with an alcoholic parent, maybe that changes my perspective. It is something that maturity and age brings.	42.586006	-70.882917	66.0	0.0
1416933742445	ALCOHOLIC	Need an alcoholic beverage	53.397246	-2.936043	443.0	0.0
1416934031076	ALCOHOLIC	"I'm going to start anwsering my phone like: ""hi my name is Dan, and I'm an alcoholic"""	40.589631	-75.474108	219.0	0.0
1416934078451	ALCOHOLIC	This made me LOL earlier... I guess  don't drink and swim. Maybe sharks enjoy alcoholic blood ^_^ Only http://t.co/yMemktU6AV	-34.055276	24.923812	7197.0	0.0
1416934121176	ALCOHOLIC	Eww everything reeks of alcohol and my lab partners probably think I'm an alcoholic	35.301341	-120.661014	129.0	0.0
1416935553387	ALCOHOLIC	Um my mommom said she's disappointed in me because when I go out to dinner with William I want one alcoholic beverage. 	38.880936	-75.833149	370.0	1.0
1416936782155	ALCOHOLIC	People who get alcoholic drinks at 10 am at airports, like why? It's 10 am!!	33.434004	-112.013839	71.0	0.0
1416937458501	ALCOHOLIC	"Rathbone: ""Luke"" was an alcoholic. Was days away from recovery bed. LI closed down. He fell off the wagon."	42.35621	-71.062973	440.0	0.0
1416938275686	ALCOHOLIC	Why does the smelly alcoholic old men always sit next to me?! I can only think it's because I've clearly still got it, obvs.	52.472754	-1.920011	2232.0	0.0
1416938873481	ALCOHOLIC	@kFitch123 says the alcoholic	48.259541	-122.2875	288.0	0.0
1416938995248	ALCOHOLIC	@VictoriaNycole OMG shut up I hate u! Find someone else to buy you alcoholic beverages next year 	30.288598	-97.750477	316.0	0.0
1416939688842	ALCOHOLIC	Jess just took a shot of vodka at 1:20pm #alcoholic	40.81922	-73.591253	707.0	1.0
1416939720841	ALCOHOLIC	Am I an alcoholic for watching this over and over again? http://t.co/BBM1429EPi	33.42245	-111.929867	894.0	1.0
1416939981705	ALCOHOLIC	Touring the world, one Non Alcoholic Beer at a time. Party on Wayne! @ De zotte http://t.co/m2BUKpISvO	52.366156	4.880778	133.0	1.0
